
Time_us,Speed_rad_per_s,Control_Voltage,PWM_Command
10027003,55.850666,1.69792,34
10032003,55.850666,1.69792,34
10037003,55.850666,1.69792,34
10042003,54.978001,1.80264,35
10047003,55.850666,1.69792,34
10052003,55.850666,1.69792,34
10057003,55.850666,1.69792,34
10062003,54.978001,1.80264,35
10067003,55.850666,1.69792,34
10072003,55.850666,1.69792,34
10077003,55.850666,1.69792,34
10082003,55.850666,1.69792,34
10087003,55.850666,1.69792,34
10092003,55.850666,1.69792,34
10097003,55.850666,1.69792,34
10102003,55.850666,1.69792,34
10107003,55.850666,1.69792,34
10112003,55.850666,1.69792,34
10117003,55.850666,1.69792,34
10122003,54.978001,1.80264,35
10127003,55.850666,1.69792,34
10132003,55.850666,1.69792,34
10137003,55.850666,1.69792,34
10142003,54.978001,1.80264,35
10147003,55.850666,1.69792,34
10152003,55.850666,1.69792,34
10157003,54.978001,1.80264,35
10162003,55.850666,1.69792,34
10167003,55.850666,1.69792,34
10172003,54.978001,1.80264,35
10177003,55.850666,1.69792,34
10182003,55.850666,1.69792,34
10187003,55.850666,1.69792,34
10192003,55.850666,1.69792,34
10197003,55.850666,1.69792,34
10202003,55.850666,1.69792,34
10207003,55.850666,1.69792,34
10212003,55.850666,1.69792,34
10217003,55.850666,1.69792,34
10222003,54.978001,1.80264,35
10227003,55.850666,1.69792,34
10232003,55.850666,1.69792,34
10237003,55.850666,1.69792,34
10242003,54.978001,1.80264,35
10247003,55.850666,1.69792,34
10252003,55.850666,1.69792,34
10257003,55.850666,1.69792,34
10262003,54.978001,1.80264,35
10267003,55.850666,1.69792,34
10272003,54.978001,1.80264,35
10277003,55.850666,1.69792,34
10282003,55.850666,1.69792,34
10287003,55.850666,1.69792,34
10292003,54.978001,1.80264,35
10297003,55.850666,1.69792,34
10302003,55.850666,1.69792,34
10307003,55.850666,1.69792,34
10312003,55.850666,1.69792,34
